"Discount name","Discount method","Discount type","Discount class","Applied discounts","Discounted orders","Gross sales","Returns","Net sales","Shipping charges","Taxes","Total sales"
"QMO8UTLB","discount_code","percentage","order",-965,1,8391.1,0,5034.78,0,755.22,5790
"C4EBNLVW","discount_code","percentage","order",-965,1,8391.1,0,5034.78,0,755.22,5790
"MEKLOVPY","discount_code","percentage","order",-965,1,8391.1,0,5034.78,0,755.22,5790
"4HJGRVF9","discount_code","percentage","order",-965,1,8391.1,0,5034.78,0,755.22,5790
"2AF0UMIA","discount_code","percentage","order",-643,1,5591.28,0,5032.18,0,754.82,5787
"KLYRX9L1","discount_code","percentage","order",-620,1,5391.26,0,4852.17,0,727.83,5580
"DWZNQIOY","discount_code","percentage","order",-653.5,1,5682.57,0,4546.09,0,681.91,5228
"KMIORTIF","discount_code","percentage","order",-653.5,1,5682.57,0,4546.09,0,681.91,5228
"QGBQSCYN","discount_code","fixed_amount","order",-200,1,4547.8,0,4373.91,0,656.09,5030
"Happy Hour Discount-2026-01-15T22:00:00Z","automatic","percentage","order",-886.5,4,5139.01,0,4368.26,0,655.24,5023.5
"Strain of the Week 20%","automatic","percentage","product",-1444,13,5452.11,0,4242.78,0,636.42,4879.2
"Happy Hour Discount-2025-11-26T22:00:00Z","automatic","percentage","order",-839.25,3,4865.15,0,4135.43,0,620.32,4755.75
"Happy Hour Discount-2025-11-07T22:00:00Z","automatic","percentage","order",-793.5,3,4599.95,0,3910,0,586.5,4496.5
"PEXOOPLR","discount_code","percentage","order",-621,1,5399.98,-978.26,3881.74,0,582.26,4464
"ZK204W1Y","discount_code","fixed_amount","order",-500,1,4203.47,0,3768.7,0,565.3,4334
"MOPWQDV6","discount_code","fixed_amount","order",-100,1,3782.58,0,3695.65,0,554.35,4250
"Happy hour Free coffee","automatic","percentage","product",-494,11,4394.34,0,3691.16,0,508.65,4199.81
"Happy Hour Discount-2026-01-23T22:00:00Z","automatic","percentage","order",-714,2,4139.06,0,3518.27,0,527.73,4046
"HighFlyers20","discount_code","percentage","order",-973,1,4230.42,0,3384.35,0,507.65,3892
"Happy Hour Discount-2026-01-08T22:00:00Z","automatic","percentage","order",-681.75,4,4095.61,0,3481.31,0,381.94,3863.25
"VAL4VBV1","discount_code","percentage","order",-412,1,3582.58,0,3224.35,0,483.65,3708
"ICEB9LXD","discount_code","fixed_amount","order",-200,1,3373.87,0,3200,0,480,3680
"6NUI4PKN","discount_code","fixed_amount","order",-1000,1,4193.47,0,3297.44,0,382.56,3680
"QGRG2DBS","discount_code","fixed_amount","order",-100,1,3276.51,0,3189.57,0,478.43,3668
"CNU6IRKU","discount_code","fixed_amount","order",-1,1,3159.97,0,3159.13,0,473.87,3633
"OJH8FKBL","discount_code","percentage","order",-392,1,3408.67,0,3067.83,0,460.17,3528
"US112GIZ","discount_code","fixed_amount","order",-200,1,3310.84,0,3132.96,0,389.04,3522
"T0MVNAGA","discount_code","percentage","order",-584,1,5078.26,-1565.22,3005.22,0,450.78,3456
"AUSEOZQX","discount_code","fixed_amount","order",-200,1,3130.41,0,2956.52,0,443.48,3400
"8WXF0HDT","discount_code","fixed_amount","order",-200,1,3078.23,0,2904.35,0,435.65,3340
"7GAOS8WR","discount_code","fixed_amount","order",-200,1,3065.19,0,2891.3,0,433.7,3325
"FHZKSP2U","discount_code","percentage","order",-368,1,3200,0,2880,0,432,3312
"OEZCPPNU","discount_code","fixed_amount","order",-140,1,2999.98,0,2878.26,0,431.74,3310
"HXHXJETL","discount_code","fixed_amount","order",-500,1,3313.02,0,2878.26,0,431.74,3310
"5L3UG2UJ","discount_code","fixed_amount","order",-200,1,2913.02,0,2739.13,0,410.87,3150
"4XSAZFLE","discount_code","fixed_amount","order",-505,1,3173.89,0,2734.78,0,410.22,3145
"S9KLLGUP","discount_code","fixed_amount","order",-200,1,3304.33,0,2660.87,0,399.13,3060
"EUPVQUW7","discount_code","fixed_amount","order",-200,1,2829.54,0,2655.65,0,398.35,3054
"8OXBWXES","discount_code","percentage","order",-333,1,2969.97,0,2673,0,324,2997
"Happy Hour Discount-2025-11-25T22:00:00Z","automatic","percentage","order",-520.5,3,3017.34,0,2564.78,0,384.72,2949.5
"W7UOD1IK","discount_code","fixed_amount","order",-1,1,2556.49,0,2555.65,0,383.35,2939
"0SATIITM","discount_code","fixed_amount","order",-153,1,2643.47,0,2510.43,0,376.57,2887
"MLJDJ6SU","discount_code","percentage","order",-317,1,2756.5,0,2480.87,0,372.13,2853
"UW6HWA8L","discount_code","percentage","order",-317,1,2756.5,0,2480.87,0,372.13,2853
"Happy Hour Discount-2026-02-04T22:00:00Z","automatic","percentage","order",-485.25,2,2813.01,0,2391.09,0,358.66,2749.75
"Happy Hour Discount-2026-01-20T22:00:00Z","automatic","percentage","order",-483.75,3,2804.32,0,2383.7,0,357.55,2741.25
"BDSADRVM","discount_code","fixed_amount","order",-100,1,2878.23,0,2372.61,0,355.89,2728.5
"WELCOMEBACK10","discount_code","percentage","order",-297.5,2,2686.94,0,2328.27,0,349.23,2677.5
"Happy Hour Discount-2025-12-30T22:00:00Z","automatic","percentage","order",-472.5,4,2739.11,0,2328.26,0,349.24,2677.5
"TF79LRIO","discount_code","fixed_amount","order",-200,1,2499.11,0,2325.22,0,348.78,2674
"MVFAY8KE","discount_code","percentage","order",-297,1,2582.59,0,2324.35,0,348.65,2673
"BZJT98KZ","discount_code","fixed_amount","order",-1,1,2313.04,0,2312.18,0,346.82,2659
"K929MTLS","discount_code","fixed_amount","order",-500,1,2787.36,0,2340.69,0,279.31,2620
"DNX9VIJY","discount_code","fixed_amount","order",-100,1,2356.5,0,2269.56,0,340.44,2610
"NDS5ST5P","discount_code","fixed_amount","order",-200,1,2430.4,0,2256.52,0,338.48,2595
"SUYK56AK","discount_code","percentage","order",-288,1,2504.34,0,2253.91,0,338.09,2592
"XF3GWQCN","discount_code","fixed_amount","order",-200,1,2420.82,0,2246.96,0,337.04,2584
"ITG0RGGR","discount_code","fixed_amount","order",-1,1,2243.47,0,2242.61,0,336.39,2579
"JFJNMKZE","discount_code","fixed_amount","order",-922,1,3043.44,0,2241.74,0,336.26,2578
"29ICT5JB","discount_code","fixed_amount","order",-500,1,2759.99,0,2309.02,0,250.98,2560
"UL9F1SVL","discount_code","fixed_amount","order",-200,1,2391.28,0,2217.39,0,332.61,2550
"UYVSDEJP","discount_code","percentage","order",-306.5,1,2665.07,0,2132.17,0,319.83,2452
"0ZPZND7G","discount_code","percentage","order",-306.5,1,2665.07,0,2132.17,0,319.83,2452
"Happy Hour Discount-2025-12-08T22:00:00Z","automatic","percentage","order",-547.5,4,2495.6,0,2121.3,0,318.2,2439.5
"WKTXWAO9","discount_code","fixed_amount","order",-1000,1,2986.94,0,2117.39,0,317.61,2435
"ZY8PRMRN","discount_code","percentage","order",-266,1,2313.03,0,2081.74,0,312.26,2394
"UQORKMOX","discount_code","fixed_amount","order",-31,1,2104.33,0,2077.39,0,311.61,2389
"K77MEJSL","discount_code","fixed_amount","order",-200,1,2321.29,0,2141.64,0,242.36,2384
"For containers","manual","fixed_amount",,-1460,6,3424.34,0,2064.13,0,275.87,2340
"CH08IATM","discount_code","fixed_amount","order",-1000,1,2862.59,0,1993.04,0,298.96,2292
"K7ZPTTDJ","discount_code","percentage","order",-254,1,2540,0,2286,0,0,2286
"5AVSUNM5","discount_code","fixed_amount","order",-1000,1,3230,0,2230,0,0,2230
"RIOAN9YH","discount_code","fixed_amount","order",-62,1,1973.89,0,1920,0,288,2208
"KBUAWH6L","discount_code","fixed_amount","order",-200,1,2086.94,0,1913.04,0,286.96,2200
"OBKMT1FS","discount_code","fixed_amount","order",-1000,1,2778.24,0,1908.7,0,286.3,2195
"HO7YUPUF","discount_code","fixed_amount","order",-1000,1,3179,0,2179,0,0,2179
"3FUTP7VP","discount_code","fixed_amount","order",-500,1,2393.47,0,1944.76,0,222.24,2167
"96FZV1MY","discount_code","fixed_amount","order",-1000,1,2739.11,0,1869.57,0,280.43,2150
"71C7I3V3","discount_code","fixed_amount","order",-503,1,2304.33,0,1866.96,0,280.04,2147
"I6V16AFH","discount_code","percentage","order",-238,1,2069.54,0,1862.61,0,279.39,2142
"Happy Hour Discount-2026-01-26T22:00:00Z","automatic","percentage","order",-375,3,2173.88,0,1847.83,0,277.17,2125
"DODUIG4C","discount_code","percentage","order",-236,1,2052.17,0,1846.96,0,277.04,2124
"WT6TGEYK","discount_code","fixed_amount","order",-500,1,2260.86,0,1826.09,0,273.91,2100
"Happy Hour Discount-2025-11-18T22:00:00Z","automatic","percentage","order",-367.5,2,2130.42,0,1810.87,0,271.63,2082.5
"BGK3QPZQ","discount_code","fixed_amount","order",-100,1,1847.81,0,1760.87,0,264.13,2025
"FBNYYKRU","discount_code","fixed_amount","order",-4000,1,5234.76,0,1756.52,0,263.48,2020
"LGBGRR39","discount_code","fixed_amount","order",-1000,1,2626.07,0,1756.52,0,263.48,2020
"TZV8O8VL","discount_code","fixed_amount","order",-200,1,2048.25,0,1863.15,0,149.85,2013
"UNJW4JGW","discount_code","fixed_amount","order",-520,1,2199.98,0,1747.83,0,262.17,2010
"8TGKXQVG","discount_code","fixed_amount","order",-1,1,1747.82,0,1746.96,0,262.04,2009
"9LAPUSFQ","discount_code","percentage","order",-221.9,1,1981.6,0,1783.45,0,213.65,1997.1
"X5RGTKQG","discount_code","percentage","order",-394.9,1,3557.61,0,1778.91,0,195.59,1974.5
"TF80FVHR","discount_code","percentage","order",-394.9,1,3557.61,0,1778.91,0,195.59,1974.5
"LGY87EU8","discount_code","percentage","order",-394.9,1,3557.61,0,1778.91,0,195.59,1974.5
"DDZSEZOH","discount_code","percentage","order",-394.9,1,3557.61,0,1778.91,0,195.59,1974.5
"NH1RGE9M","discount_code","percentage","order",-394.9,1,3557.61,0,1778.91,0,195.59,1974.5
"GQOBUFWC","discount_code","fixed_amount","order",-1,1,1717.37,0,1716.52,0,257.48,1974
"T7CEXSQA","discount_code","fixed_amount","order",-100,1,1765.21,0,1678.26,0,251.74,1930
"Happy Hour Discount-2026-01-11T22:00:00Z","automatic","percentage","order",-337.5,2,1956.5,0,1663.04,0,249.46,1912.5
"UEOQSCGW","discount_code","fixed_amount","order",-572,1,2156.51,0,1659.13,0,248.87,1908
"CAZLGNX7","discount_code","percentage","order",-212,1,1843.46,0,1659.13,0,248.87,1908
"HRUVWCMS","discount_code","fixed_amount","order",-200,1,1829.55,0,1655.65,0,248.35,1904
"KAC3G03S","discount_code","fixed_amount","order",-200,1,1826.07,0,1652.17,0,247.83,1900
"MFQXWNYW","discount_code","fixed_amount","order",-200,1,1826.06,0,1652.17,0,247.83,1900
"SD50U6XE","discount_code","fixed_amount","order",-500,1,2086.94,0,1652.17,0,247.83,1900
"HXNZSQSF","discount_code","fixed_amount","order",-30,1,1677.35,0,1651.3,0,247.7,1899
"QSWD9LAT","discount_code","percentage","order",-210,1,1826.08,0,1643.48,0,246.52,1890
"VDFEAZBT","discount_code","fixed_amount","order",-200,1,2090,0,1890,0,0,1890
"7VFQGBQI","discount_code","percentage","order",-209.4,1,2094,0,1884.6,0,0,1884.6
"HWAXIMIP","discount_code","percentage","order",-209,1,1817.38,0,1635.65,0,245.35,1881
"1YVPTJIB","discount_code","fixed_amount","order",-200,1,1883.03,0,1701.98,0,178.02,1880
"RCISIMWL","discount_code","fixed_amount","order",-200,1,1806.07,0,1632.17,0,244.83,1877
"WSSHWNYQ","discount_code","fixed_amount","order",-500,1,2065.19,0,1630.43,0,244.57,1875
"F00P6AMP","discount_code","fixed_amount","order",-103,1,1717.37,0,1627.83,0,244.17,1872
"Happy Hour Discount-2025-12-10T22:00:00Z","automatic","percentage","order",-330,2,1913.02,0,1626.09,0,243.91,1870
"ZLZSPTUO","discount_code","percentage","order",-207,1,1800,0,1620,0,243,1863
"WVNS69YJ","discount_code","fixed_amount","order",-100,1,1695.64,0,1608.7,0,241.3,1850
"XMI9QNYG","discount_code","percentage","order",-369,1,3208.65,0,1604.35,0,240.65,1845
"LMVV6IIJ","discount_code","percentage","order",-369,1,3208.65,0,1604.35,0,240.65,1845
"NUUNR1ZE","discount_code","percentage","order",-369,1,3208.65,0,1604.35,0,240.65,1845
"OYFYEHSK","discount_code","percentage","order",-369,1,3208.65,0,1604.35,0,240.65,1845
"PUWWUI4D","discount_code","percentage","order",-369,1,3208.65,0,1604.35,0,240.65,1845
"Happy Hour WKD","discount_code","percentage","product",-460,8,2100.41,0,1680.35,0,159.65,1840
"L6DVYHQV","discount_code","fixed_amount","order",-200,1,1765.21,0,1591.3,0,238.7,1830
"NDASIXPU","discount_code","fixed_amount","order",-200,1,1813.47,0,1632.13,0,167.87,1800
"NNBWLGBV","discount_code","fixed_amount","order",-500,1,1999.99,0,1565.22,0,234.78,1800
"JCP5DHWF","discount_code","fixed_amount","order",-500,1,1996.48,0,1561.74,0,234.26,1796
"Happy Hour Discount-2025-12-18T22:00:00Z","automatic","percentage","order",-331.5,3,1934.77,-85,1559.57,0,233.93,1793.5
"QKJVDRZ2","discount_code","fixed_amount","order",-63,1,1608.68,0,1553.91,0,233.09,1787
"SJ5C66Q7","discount_code","fixed_amount","order",-41,1,1582.59,0,1546.96,0,232.04,1779
"Happy Hour Discount-2025-12-19T22:00:00Z","automatic","percentage","order",-520.5,3,1817.32,0,1544.78,0,231.72,1776.5
"6IGNALFL","discount_code","fixed_amount","order",-200,1,1713.02,0,1539.13,0,230.87,1770
"XAAEUSUW","discount_code","percentage","order",-292.9,1,2929,0,1757.4,0,0,1757.4
"S0B9QE2F","discount_code","percentage","order",-292.9,1,2929,0,1757.4,0,0,1757.4
"EFOHWTDY","discount_code","percentage","order",-292.9,1,2929,0,1757.4,0,0,1757.4
"B0HILLQV","discount_code","percentage","order",-292.9,1,2929,0,1757.4,0,0,1757.4
"1XVN3FY7","discount_code","fixed_amount","order",-1,1,1525.2,0,1524.35,0,228.65,1753
"CQRZJUMP","discount_code","fixed_amount","order",-454,1,1911.27,0,1516.52,0,227.48,1744
"VA6NP8CM","discount_code","fixed_amount","order",-32,1,1543.46,0,1515.65,0,227.35,1743
"LMPY3FAQ","discount_code","fixed_amount","order",-200,1,1681.73,0,1507.83,0,226.17,1734
"PCN0FWLO","discount_code","fixed_amount","order",-100,1,1591.29,0,1504.35,0,225.65,1730
"I3RKMD68","discount_code","fixed_amount","order",-92,1,1582.59,0,1502.61,0,225.39,1728
"RSRIGHKR","discount_code","fixed_amount","order",-3,1,1516.03,0,1513.43,0,198.57,1712
"VAUKPN4E","discount_code","fixed_amount","order",-139,1,1604.33,0,1483.48,0,222.52,1706
"DTYKRKUP","discount_code","fixed_amount","order",-200,1,1652.16,0,1478.26,0,221.74,1700
"Happy Hour Discount-2025-12-24T22:00:00Z","automatic","percentage","order",-300,2,1739.11,0,1478.26,0,221.74,1700
"WSACYY0O","discount_code","fixed_amount","order",-200,1,1652.16,0,1478.26,0,221.74,1700
"RXGJEI9L","discount_code","fixed_amount","order",-200,1,1776.08,0,1589.13,0,110.87,1700
"RMQDUGVR","discount_code","fixed_amount","order",-500,1,1904.33,0,1469.57,0,220.43,1690
"6J5WJHCR","discount_code","percentage","order",-186,1,1617.38,0,1455.65,0,218.35,1674
"ADJ03EHV","discount_code","percentage","order",-186,1,1617.38,0,1455.65,0,218.35,1674
"Containers recycle","manual","fixed_amount",,-687,9,2104.56,0,1452.17,0,217.83,1670
"5Q9GYCWL","discount_code","fixed_amount","order",-160,1,1582.6,0,1443.48,0,216.52,1660
"HOWVX1WJ","discount_code","fixed_amount","order",-500,1,1960,0,1502.06,0,137.94,1640
"JZAXKICZ","discount_code","fixed_amount","order",-100,1,1495.64,0,1408.7,0,211.3,1620
"UD8KRNGJ","discount_code","fixed_amount","order",-108,1,1494.77,0,1400.87,0,210.13,1611
"JCZJWECD","discount_code","fixed_amount","order",-47,1,1513.46,0,1470.5,0,137.5,1608
"DMK8MNRG","discount_code","fixed_amount","order",-900,1,2173.9,0,1391.3,0,208.7,1600
"9THPPXN5","discount_code","fixed_amount","order",-1,1,1386.94,0,1386.09,0,207.91,1594
"Y0MK1VH1","discount_code","percentage","order",-336.5,1,2925.93,-396.52,1359.13,0,203.87,1563
"5RMEG04E","discount_code","percentage","order",-336.5,1,2925.93,-396.52,1359.13,0,203.87,1563
"WJGQVFDS","discount_code","percentage","order",-336.5,1,2925.93,-396.52,1359.13,0,203.87,1563
"CQ1P5KZ9","discount_code","percentage","order",-336.5,1,2925.93,-396.52,1359.13,0,203.87,1563
"RV0PM7C1","discount_code","fixed_amount","order",-100,1,1443.46,0,1356.52,0,203.48,1560
"HR0OXWV3","discount_code","fixed_amount","order",-500,1,2059,0,1559,0,0,1559
"Happy hour weekend special 01/02/2026 by bruce","manual","percentage",,-380,1,1652.17,0,1321.74,0,198.26,1520
"SSM4CPZU","discount_code","fixed_amount","order",-1,1,1321.73,0,1320.87,0,198.13,1519
"NO93JXMN","discount_code","fixed_amount","order",-200,1,1488.65,0,1314.78,0,197.22,1512
"KEYRO68P","discount_code","fixed_amount","order",-196,1,1482.59,0,1312.17,0,196.83,1509
"NBYXDDF9","discount_code","fixed_amount","order",-194,1,1478.26,0,1309.57,0,196.43,1506
"Happy Hour Discount-2025-11-12T22:00:00Z","automatic","percentage","order",-264,2,1530.4,0,1300.87,0,195.13,1496
"NZ76YZTC","discount_code","percentage","order",-165.5,1,1439.11,0,1295.22,0,194.28,1489.5
"Happy Hour Discount-2026-01-22T22:00:00Z","automatic","percentage","order",-261.6,1,1744,0,1482.4,0,0,1482.4
"Cash discount","manual","percentage",,-78,1,1356.52,0,1288.7,0,193.3,1482
"UAGFT0NR","discount_code","fixed_amount","order",-500,1,1721.72,0,1286.96,0,193.04,1480
"DUGJA6PO","discount_code","fixed_amount","order",-1,1,1282.6,0,1281.74,0,192.26,1474
"AHKAQLC3","discount_code","fixed_amount","order",-500,1,1716.49,0,1281.74,0,192.26,1474
"Q2JV4JCB","discount_code","percentage","order",-163,1,1417.38,0,1275.65,0,191.35,1467
"DX3GRN9N","discount_code","fixed_amount","order",-2,1,1269.55,0,1267.83,0,190.17,1458
"GATSXKIS","discount_code","fixed_amount","order",-500,1,1762.16,0,1308.24,0,132.76,1441
"ZHQSMBI0","discount_code","percentage","order",-159.5,1,1386.94,0,1248.26,0,187.24,1435.5
"Happy Hour Discount-2025-11-14T22:00:00Z","automatic","percentage","order",-252,2,1460.82,0,1241.74,0,186.26,1428
"F9T6PPRN","discount_code","fixed_amount","order",-100,1,1326.07,0,1239.13,0,185.87,1425
"EALFQIO2","discount_code","fixed_amount","order",-100,1,1321.72,0,1234.78,0,185.22,1420
"OCISOJY3","discount_code","fixed_amount","order",-107,1,1313.03,0,1220,0,183,1403
"3S0NH2TJ","discount_code","fixed_amount","order",-500,1,1652.16,0,1217.39,0,182.61,1400
"9VZOSCZ1","discount_code","percentage","order",-200,1,1739.09,0,1217.39,0,182.61,1400
"VRQVWNVT","discount_code","fixed_amount","order",-500,1,1900,0,1400,0,0,1400
"FDIP6X0E","discount_code","percentage","order",-200,1,1739.09,0,1217.39,0,182.61,1400
"XDFFCY5W","discount_code","percentage","order",-200,1,1739.09,0,1217.39,0,182.61,1400
"UKQOCKR8","discount_code","fixed_amount","order",-500,1,1652.17,0,1217.39,0,182.61,1400
"7XYNV49P","discount_code","percentage","order",-155.5,1,1352.16,0,1216.96,0,182.54,1399.5
"AWUK7XDI","discount_code","fixed_amount","order",-200,1,1439.11,0,1259.01,0,138.99,1398
"Happy Hour Discount-2026-01-02T22:00:00Z","automatic","percentage","order",-243.75,2,1413.03,0,1201.08,0,180.17,1381.25
"BWWKONMB","discount_code","fixed_amount","order",-200,1,1365.21,0,1191.31,0,178.69,1370
"Happy Hour Discount-2026-01-14T22:00:00Z","automatic","percentage","order",-241.5,2,1399.98,0,1190,0,178.5,1368.5
"Z5BNO72Z","discount_code","fixed_amount","order",-407,1,1539.12,0,1185.22,0,177.78,1363
"OARU7KS1","discount_code","fixed_amount","order",-20,1,1199.99,0,1182.61,0,177.39,1360
"0Y3MQLLA","discount_code","fixed_amount","order",-500,1,1609.54,0,1174.78,0,176.22,1351
"GH9NZDE6","discount_code","fixed_amount","order",-100,1,1450,0,1350,0,0,1350
"EQNUFPXY","discount_code","fixed_amount","order",-10,1,1173.91,0,1165.22,0,174.78,1340
"IWMXNBPK","discount_code","fixed_amount","order",-500,1,1600,0,1165.22,0,174.78,1340
"Happy Hour Discount-2026-01-29T22:00:00Z","automatic","percentage","order",-235.5,2,1365.16,0,1160.43,0,174.07,1334.5
"XBKZ3XBB","discount_code","percentage","order",-147.9,1,1286.08,0,1157.48,0,173.62,1331.1
"YVZPOO3F","discount_code","fixed_amount","order",-1,1,1156.51,0,1155.65,0,173.35,1329
"ZHA5AV5Z","discount_code","fixed_amount","order",-1,1,1152.16,0,1151.3,0,172.7,1324
"MFYVTLS2","discount_code","fixed_amount","order",-200,1,1317.37,0,1143.48,0,171.52,1315
"Happy Hour Discount-2025-12-21T22:00:00Z","automatic","percentage","order",-231,2,1339.11,0,1138.26,0,170.74,1309
"F766ZMP0","discount_code","fixed_amount","order",-59,1,1186.93,0,1135.65,0,170.35,1306
"SUFAVMFB","discount_code","percentage","order",-145,1,1260.86,0,1134.78,0,170.22,1305
"CLPSEEAJ","discount_code","fixed_amount","order",-1000,1,1999.98,0,1130.43,0,169.57,1300
"Happy Hour Discount-2025-11-17T22:00:00Z","automatic","percentage","order",-228,2,1321.72,0,1123.48,0,168.52,1292
"QCXEI2FC","discount_code","fixed_amount","order",-1,1,1121.73,0,1120.87,0,168.13,1289
"M9VETTJD","discount_code","fixed_amount","order",-1,1,1121.73,0,1120.87,0,168.13,1289
"SNKIMKYI","discount_code","fixed_amount","order",-1,1,1121.73,0,1120.87,0,168.13,1289
"7CJC0L1Z","discount_code","fixed_amount","order",-137,1,1239.11,0,1120,0,168,1288
"R4GNC6KO","discount_code","fixed_amount","order",-1000,1,2033.01,0,1141.75,0,139.25,1281
"0LWICOTT","discount_code","fixed_amount","order",-1,1,1113.02,0,1112.17,0,166.83,1279
"WVZAAQDV","discount_code","percentage","order",-142,1,1234.77,0,1111.3,0,166.7,1278
"Happy Hour Discount-2026-01-24T22:00:00Z","automatic","percentage","order",-225,1,1304.34,0,1108.7,0,166.3,1275
"ME9A36QV","discount_code","fixed_amount","order",-1000,1,1978.26,0,1108.7,0,166.3,1275
"JEYLEZBI","discount_code","percentage","order",-210,1,1826.05,0,1095.65,0,164.35,1260
"69TSUCSI","discount_code","percentage","order",-210,1,1826.05,0,1095.65,0,164.35,1260
"TJ8GTA2D","discount_code","percentage","order",-140,1,1217.38,0,1095.65,0,164.35,1260
"AGOJK2CM","discount_code","percentage","order",-210,1,1826.05,0,1095.65,0,164.35,1260
"WSIDLPNJ","discount_code","percentage","order",-210,1,1826.05,0,1095.65,0,164.35,1260
"KMJPPGZD","discount_code","fixed_amount","order",-90,1,1172.99,0,1094.78,0,164.22,1259
"CAXUG3QN","discount_code","fixed_amount","order",-51,1,1130.43,0,1086.09,0,162.91,1249
"XKT53T7A","discount_code","fixed_amount","order",-500,1,1519.11,0,1084.35,0,162.65,1247
"VVSSDGG5","discount_code","fixed_amount","order",-8,1,1086.95,0,1080,0,162,1242
"TBUVTMQO","discount_code","fixed_amount","order",-19,1,1095.63,0,1079.13,0,161.87,1241
"IIENX5SL","discount_code","fixed_amount","order",-100,1,1156.52,0,1069.57,0,160.43,1230
"0PZRNWYE","discount_code","fixed_amount","order",-200,1,1238.25,0,1064.35,0,159.65,1224
"P9TWYS6J","discount_code","fixed_amount","order",-200,1,1230.42,0,1056.52,0,158.48,1215
"ZT0RN9TS","discount_code","percentage","order",-135,1,1173.9,0,1056.52,0,158.48,1215
"CRLCMOUT","discount_code","fixed_amount","order",-500,1,1491.28,0,1056.52,0,158.48,1215
"305HBMDL","discount_code","fixed_amount","order",-500,1,1479.99,0,1045.22,0,156.78,1202
"P7CMSW0T","discount_code","fixed_amount","order",-1000,1,1913.03,0,1043.48,0,156.52,1200
"EZ6IZOSL","discount_code","fixed_amount","order",-200,1,1321.71,0,1033.04,0,154.96,1188
"LZDUJKMQ","discount_code","fixed_amount","order",-805,1,1730.42,0,1030.43,0,154.57,1185
"BRC4XWOM","discount_code","fixed_amount","order",-22,1,1043.47,0,1024.35,0,153.65,1178
"AWU1ZSUN","discount_code","fixed_amount","order",-204,1,1199.99,0,1022.61,0,153.39,1176
"QX7OTU7Y","discount_code","fixed_amount","order",-200,1,1195.64,0,1021.74,0,153.26,1175
"FRBMGAQB","discount_code","percentage","order",-130,1,1130.43,0,1017.39,0,152.61,1170
"G7WC4LDJ","discount_code","fixed_amount","order",-1,1,1017.38,0,1016.52,0,152.48,1169
"ZOEDFGVD","discount_code","fixed_amount","order",-524,1,1469.56,0,1013.91,0,152.09,1166
"HRW2ZAYJ","discount_code","fixed_amount","order",-1000,1,1879.11,0,1009.57,0,151.43,1161
"ISBWNWSJ","discount_code","percentage","order",-129,1,1121.73,0,1009.57,0,151.43,1161
"GDL3CJ88","discount_code","fixed_amount","order",-500,1,1443.45,0,1008.7,0,151.3,1160
"54WTHHTL","discount_code","percentage","order",-192,1,1669.54,0,1001.74,0,150.26,1152
"ER6QO5UY","discount_code","percentage","order",-192,1,1669.54,0,1001.74,0,150.26,1152
